$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642638,Gacha_F_038,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,(舊) 努亞耶雷魔方,0,0.0,0.0,FFFF,6,5.0
642639,Gacha_F_039,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,(舊) 扎烏拉魔方,0,0.0,0.0,FFFF,6,5.0
642640,Gacha_F_040,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,(舊) 布爾魯魔方,0,0.0,0.0,FFFF,6,5.0
642641,Gacha_F_041,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,喀拉庫曼魔方,0,0.0,0.0,FFFF,6,5.0
642642,Gacha_F_042,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,陰森的死靈查普利魔方,0,0.0,0.0,FFFF,6,5.0
642643,Gacha_F_043,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,挨餓的維尼亞猴子魔方,0,0.0,0.0,FFFF,6,5.0
642644,Gacha_F_044,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,魅惑的夢魔魔方,0,0.0,0.0,FFFF,6,5.0
642645,Gacha_F_045,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,燃燒的火焰權杖魔方,0,0.0,0.0,FFFF,6,5.0
642646,Gacha_F_046,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,吵雜的瑪因洛德魔方,0,0.0,0.0,FFFF,6,5.0
642647,Gacha_F_047,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,無禮的死亡魔女魔方,0,0.0,0.0,FFFF,6,5.0
642648,Gacha_F_048,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,森林守護者雪貂掠奪者魔方,0,0.0,0.0,FFFF,6,5.0
642649,Gacha_F_049,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,挨餓的機角卡洛斯魔方,0,0.0,0.0,FFFF,6,5.0
642650,Gacha_F_050,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,激烈的地獄三頭犬魔方,0,0.0,0.0,FFFF,6,5.0
642651,Gacha_F_051,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,充滿憤怒的夏勒琵雅魔方,0,0.0,0.0,FFFF,6,5.0
642652,Gacha_F_052,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,監獄管理者普利森考特魔方,0,0.0,0.0,FFFF,6,5.0
642653,Gacha_F_053,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube3,,,,,,,,,狂奔的莫雷克魔方,0,0.0,0.0,FFFF,6,5.0
642654,Gacha_F_054,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主米爾堤斯魔方,0,0.0,0.0,FFFF,6,1.0
642655,Gacha_F_055,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主赫嘉塞露魔方,0,0.0,0.0,FFFF,6,1.0
642656,Gacha_F_056,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主雷克西波魔方,0,0.0,0.0,FFFF,6,1.0
642657,Gacha_F_057,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主馬魯若斯魔方,0,0.0,0.0,FFFF,6,1.0
642658,Gacha_F_058,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主努亞耶雷魔方,0,0.0,0.0,FFFF,6,1.0
642659,Gacha_F_059,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主扎烏拉魔方,0,0.0,0.0,FFFF,6,1.0
642660,Gacha_F_060,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主布爾魯魔方,0,0.0,0.0,FFFF,6,1.0
642661,Gacha_F_061,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主米爾堤斯魔方,0,0.0,0.0,FFFF,6,1.0
642662,Gacha_F_062,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主赫嘉塞露魔方,0,0.0,0.0,FFFF,6,1.0
642663,Gacha_F_063,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主雷克西波魔方,0,0.0,0.0,FFFF,6,1.0
642664,Gacha_F_064,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主馬魯若斯魔方,0,0.0,0.0,FFFF,6,1.0
642665,Gacha_F_065,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主努亞耶雷魔方,0,0.0,0.0,FFFF,6,1.0
642666,Gacha_F_066,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主扎烏拉魔方,0,0.0,0.0,FFFF,6,1.0
642667,Gacha_F_067,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主布爾魯魔方,0,0.0,0.0,FFFF,6,1.0
642668,Gacha_F_068,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主米爾堤斯魔方,0,0.0,0.0,FFFF,6,1.0
642669,Gacha_F_069,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主赫嘉塞露魔方,0,0.0,0.0,FFFF,6,1.0
642670,Gacha_F_070,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主雷克西波魔方,0,0.0,0.0,FFFF,6,1.0
642671,Gacha_F_071,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主馬魯若斯魔方,0,0.0,0.0,FFFF,6,1.0
642672,Gacha_F_072,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主努亞耶雷魔方,0,0.0,0.0,FFFF,6,1.0
642673,Gacha_F_073,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主扎烏拉魔方,0,0.0,0.0,FFFF,6,1.0
642674,Gacha_F_074,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主布爾魯魔方,0,0.0,0.0,FFFF,6,1.0
642675,Gacha_F_075,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主米爾堤斯魔方,0,0.0,0.0,FFFF,6,1.0
642676,Gacha_F_076,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主赫嘉塞露魔方,0,0.0,0.0,FFFF,6,1.0
642677,Gacha_F_077,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主雷克西波魔方,0,0.0,0.0,FFFF,6,1.0
642678,Gacha_F_078,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主馬魯若斯魔方,0,0.0,0.0,FFFF,6,1.0
642679,Gacha_F_079,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主努亞耶雷魔方,0,0.0,0.0,FFFF,6,1.0
642680,Gacha_F_080,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主扎烏拉魔方,0,0.0,0.0,FFFF,6,1.0
642681,Gacha_F_081,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主布爾魯魔方,0,0.0,0.0,FFFF,6,1.0
642682,Gacha_F_082,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主莫靈波尼亞魔方,0,0.0,0.0,FFFF,6,1.0
642683,Gacha_F_083,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主莫靈波尼亞魔方,0,0.0,0.0,FFFF,6,1.0
642684,Gacha_F_084,使用後可獲得一個未知道具，點擊滑鼠右鍵使用。{nl} - 出現高級道具和傳說卡片的機率比一般魔方還要高。,icon_item_cube_gold_first,,,,,,,,,發光的魔君主莫靈波尼亞魔方,0,0.0,0.0,FFFF,6,1.0
642685,Gacha_F_085,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube_gold_blow,,,,,,,,,魔君主莫靈波尼亞魔方,0,0.0,0.0,FFFF,6,1.0
642686,Gacha_SKLGEM,使用時可以獲得隨機技能寶石，點擊滑鼠右鍵使用。,icon_item_cube_sklgem,,,,,,,,,技能寶石魔方,0,0.0,0.0,FFFT,6,0.0
642701,Gacha_E_001,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,謎樣魔方,0,0.0,0.0,FFFF,6,5.0
642702,Gacha_E_002,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,閃亮魔方,0,0.0,0.0,FFFF,6,5.0
642703,Gacha_E_003,使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,安慰魔方,0,0.0,0.0,FFFF,6,5.0
642704,Gacha_E_004,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔 5樓魔方,0,0.0,0.0,FFFF,6,5.0
642705,Gacha_E_005,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔 10樓魔方,0,0.0,0.0,FFFF,6,5.0
642706,Gacha_E_006,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔 15樓魔方,0,0.0,0.0,FFFF,6,5.0
642707,Gacha_E_007,使用時，可以隨意獲得材料。點擊滑鼠右鍵使用。,icon_item_cube4,,,,,,,,,大地之塔 20樓魔方,0,0.0,0.0,FFFF,6,5.0
642714,Gacha_E_013,使用時可以獲得任意的昆蟲型怪物卡片，點擊滑鼠右鍵即可使用。,icon_item_cube4,,,,,,,,,卡片魔方：昆蟲型,0,0.0,0.0,TTFF,6,5.0
642715,Gacha_E_014,使用時可以獲得任意的變異型怪物卡片，點擊滑鼠右鍵即可使用。,icon_item_cube4,,,,,,,,,卡片魔方：變異型,0,0.0,0.0,TTFF,6,5.0
642716,Gacha_E_015,使用時可以獲得任意的植物型怪物卡片，點擊滑鼠右鍵即可使用。,icon_item_cube4,,,,,,,,,卡片魔方：植物型,0,0.0,0.0,TTFF,6,5.0
642717,Gacha_E_016,使用時可以獲得任意的惡魔型怪物卡片，點擊滑鼠右鍵即可使用。,icon_item_cube4,,,,,,,,,卡片魔方：惡魔型,0,0.0,0.0,TTFF,6,5.0
