$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
11127,ABAND01_127,,,,,ヴァカリネが可愛がるディオニスをかたどって作ったアームバンドです。,-1,2,icon_item_armband_dinios,1,,,,,,,4,ディオニスアームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11128,ABAND01_128,,,,,脳内TOSのスペシャリストであることを証明するアームバンドです。,-1,2,icon_item_armband_e_speicialbrain,1,,,,,,,4,TOSスペシャリストアームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11129,ABAND01_129,,,,,戊戌年記念アームバンドです。{nl}リサイクルショップでメダルと交換できます。,-1,2,item_icon_armband_golddog2018,1,,,,,,,4,黄金わんわんアームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11130,ABAND01_130,,,,,2周年を記念して製作されたアームバンドです。,-1,2,icon_item_armband_steam2nd,1,,,,,,,4,2周年記念アームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,,,,コロニー戦ベータ参加者に支給されるアームバンドです。,-1,2,icon_item_armband_01,40,,,,,,54,4,Territory Wars Tester Armband (30days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,2592000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,,,,コロニー戦ベータ参加者に支給されるアームバンドです。,-1,2,icon_item_armband_01,40,,,,,,55,4,Territory Wars Tester Armband  (90days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,7776000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11133,ABAND01_131,,,,,ギルドすなわちそれはToSそのものイベントを記念して作ったアームバンドです。,-1,2,icon_item_armband_guild04,1,,,,,,,4,ギルドLOVEアームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11134,ABAND01_132,,,,,サッカーキャプテンを象徴するアームバンドです。,-1,2,icon_item_armband_captain_soccer,1,,,,,,,4,キャプテンアームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11135,ABAND01_133,,,,,サッカーサポーターを象徴するアームバンドです。,-1,2,icon_item_armband_supporter_soccer,1,,,,,,,4,サポーターズアームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11136,ABAND01_134,,,,,星の塔へ！イベント参加者に支給されるアームバンドです。,-1,2,icon_item_armband_stararrow,1,,,,,,,4,星の塔の英雄アームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11137,ABAND01_130_THA,,,,,タイ1周年を記念して制作されたアームバンドです。,-1,2,icon_item_armband_th1stanniversary,1,,,,,,,4,タイ1周年アームバンド,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
12111,HAIR_M_101,,,,,王国の由緒正しい一族の継承者が初めてこのような髪型をしてから、上流階級の人々が真似するようになりました。ただし、顔が整っていないと完璧な魅力を発揮できません。,-1,,hair_lancer_male,0,,,,,,,4,テリウス,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12112,HAIR_M_102,,,,,千年祭の頃に復元された髪型で、多くの人々がまねをしようとしましたが、作ることも維持することも難しいので、貴族独特の髪型になりました。,-1,,hair_puppeteer_male,0,,,,,,,4,ダンディウェーブカール,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12113,HAIR_M_103,,,,,ショートヘアがとても似合っています。切った髪を売ればお金になるので損はないでしょう。,-1,2,hair_messy,0,,,,,,,4,ショートカット,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12114,HAIR_M_104,,,,,少し隠れた顔が相手の好奇心をそそります。,-1,2,hair_thaumaturge,0,,,,,,,4,アシンメトリーショート,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12115,HAIR_M_105,,,,,仄かな金色の髪があなたの後姿を美しくします。,-1,2,hair_dratail,0,,,,,,,4,リーゼント,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12116,HAIR_M_106,,,,,軽く明るい印象を与えて好感度をアップさせます。,-1,2,hair_shaggy,0,,,,,,,4,ショートシャギー,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12117,HAIR_M_107,,,,,流行に左右されないながらも常にお洒落さをキープできる髪型です。,-1,2,hair_shot_asymmetric,0,,,,,,,4,かき上げたスタイル,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12118,HAIR_M_108,,,,,この髪型はおよそ80年前、ドミフェル国王時代に出現したものと言われています。当時の貴族層がクレリックやウィザードとの差をつけるために考案されましたが、その後一般市民にも普及したため貴族のシンボルという印象は薄まってしまいました。,-1,2,hair_babyperm,0,,,,,,,4,ベイビーパーマ,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12119,HAIR_M_109,,,,,この髪型を創案した人は、ルグィン家の先祖の一人だといいます。,-1,2,hair_dandy,0,,,,,,,4,ダンディ,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12120,HAIR_M_110,,,,,リディア・シャッフェンが短髪だった時代に、彼女の弟子たちが次々と真似をしたことから普及した髪型です。元々は女性の髪形ですが、以降多くの男性たちがアレンジを繰り返して男性用としても定着しています。,-1,2,hair_halfup,0,,,,,,,4,ショートポニーテール,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12121,HAIR_M_111,,,,,明るい金色の髪があなたを高貴な印象に仕上げます。,-1,2,hair_musketeer,0,,,,,,,4,ノーブルウェーブ,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12122,HAIR_M_112,,,,,単純な工程で生まれた髪形ではありません。この形をキープするには魔法の力が必要であり、日常に浸透した魔法の良い例といえます。,-1,2,hair_pantherhair,0,,,,,,,4,シャドーパーマ,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12123,HAIR_M_113,,,,,髪型が女神への信仰心を示すことにつながるはずがないと言う人もいます。しかし、女神にも好みがあります。,-1,,icon_item_hair_sage,0,,,,,,,4,アップウェーブ,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12124,HAIR_M_114,,,,,王国が平和になると流行する髪型です。神樹の日以降、平和とは言えませんが、平和を願う気持ちが込められています。,-1,,icon_item_hair_warrock,0,,,,,,,4,ノーブルポニーテール,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12125,HAIR_M_116,,,,,着用すると、見た目が変わります。ヘアカラーの色は適用されません。{nl}リサイクルショップでメダルと交換できます。,-1,,icon_item_hair_cokatrice_m,0,,,,,,,4,コカトリスヘッド(男),1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12126,HAIR_M_117,,,,,この髪型は、イケメル国王時代に王国外の部族社会にまで伝わったといわれています。,-1,,hair_onmyoji,0,,,,,,,4,クイッフカット,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12127,HAIR_M_118,,,,,活動的な紳士や気品を保とうとする強い男性に好まれる髪型です。,-1,,hair_necromancer,0,,,,,,,4,ノーブルダンディカット,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12128,HAIR_M_119,,,,,作られた当初は異性との愛の誓いや守ろうという強い意志を表すためのものでしたが、今はそういった意味合いは残っていません。,-1,,hair_featherfoota,0,,,,,,,4,カールバック,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12129,HAIR_M_120,,,,,元々は復讐を誓ったソードマンたちの髪型から由来したものです。現代に至っては誓いというより装飾品としての意味合いが強いです。,-1,,hair_shinobi,0,,,,,,,4,アッパーバインドツーブロック,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12130,HAIR_M_121,,,,,アッパーバインドツーブロックから誓いの意味が消え、自然に変形した髪型です。,-1,,hair_mergen,0,,,,,,,4,ツーブロック,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
